drug_name,smiles,inchikey,status,resolved_name
ATROPINE,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,RKUNBYITZUJHSG-PJPHBNEVSA-N,OK,ATROPINE
ATUVECICLIB,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,ACWKGTGIJRCOOM-HHHXNRCGSA-N,OK,ATUVECICLIB
AURANOFIN,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],AUJRCFUBUPVWSZ-XTZHGVARSA-M,OK,AURANOFIN
AURORA A INHIBITOR I,CCN1CCN(CC1)C(=O)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)F,AKSIZPIFQAYJGF-UHFFFAOYSA-N,OK,AURORA A INHIBITOR I
AVACOPAN,CC1=C(C(=CC=C1)F)C(=O)N2CCCC(C2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F,PUKBOVABABRILL-YZNIXAGQSA-N,OK,AVACOPAN
AVADOMIDE,CC1=NC2=CC=CC(=C2C(=O)N1C3CCC(=O)NC3=O)N,RSNPAKAFCAAMBH-UHFFFAOYSA-N,OK,AVADOMIDE
AVAGACESTAT,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,XEAOPVUAMONVLA-QGZVFWFLSA-N,OK,AVAGACESTAT
AVANAFIL,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,OK,AVANAFIL
AVASIMIBE,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,PTQXTEKSNBVPQJ-UHFFFAOYSA-N,OK,AVASIMIBE
AVITINIB,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F,UOFYSRZSLXWIQB-UHFFFAOYSA-N,OK,AVITINIB
AVL-292,COCCOC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)NC(=O)C=C)F,KXBDTLQSDKGAEB-UHFFFAOYSA-N,OK,AVL-292
AVN-944,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC,GYCPCOJTCINIFZ-OXJNMPFZSA-N,OK,AVN-944
AVOBENZONE,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,XNEFYCZVKIDDMS-UHFFFAOYSA-N,OK,AVOBENZONE
AX-024,COC1=CC2=C(C=C1)OCC(=C2C3=CC=C(C=C3)F)CN4CCCC4,VMMKGVRPILDZML-UHFFFAOYSA-N,OK,AX-024
AXITINIB,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,RITAVMQDGBJQJZ-FMIVXFBMSA-N,OK,AXITINIB
AZ-23,CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,LBVKEEFIPBQIMD-JTQLQIEISA-N,OK,AZ-23
AZ10606120,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=CC5=C4C=CC(=N5)NCCNCCO,FQMZXMVHHKXGTM-UHFFFAOYSA-N,OK,AZ10606120
AZ12419304,CC1=C(C=C(C=C1)C(=O)NC2=CC(=NC=C2)C(F)(F)F)NC3=CC4=C(C=C3)N=CN(C4=O)C,QOTCLGLPFWDADD-UHFFFAOYSA-N,OK,AZ12419304
AZ12772848,,,Manual,AZ12772848
AZ12799043,,,Manual,AZ12799043
AZ13036220,,,Manual,AZ13036220
AZ13245620,,,Manual,AZ13245620
AZ13397262,,,Manual,AZ13397262
AZ13401366,,,Manual,AZ13401366
AZ13406193,,,Manual,AZ13406193
"AZ13409007, AKTAZ",,,Manual,"AZ13409007, AKTAZ"
AZ13453202,,,Manual,AZ13453202
AZ13453720,,,Manual,AZ13453720
AZ13479709,,,Manual,AZ13479709
AZ13590108,,,Manual,AZ13590108
AZ13620596,,,Manual,AZ13620596
AZ191,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC,ZYVXTMKTGDARKR-UHFFFAOYSA-N,OK,AZ191
AZ20,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4,SCGCBAAYLFTIJU-CQSZACIVSA-N,OK,AZ20
AZ82,CCCC1=C(SC(=C1)C(=O)NC(CC2=CN=C(C=C2)C3=CC(=CC=C3)OC(F)(F)F)C(=O)NC4CCNC4)C,PMTLKNOARSHUJB-ZJSXRUAMSA-N,OK,AZ82
AZ9482,C1CN(CCN1C2=C(C=CC=N2)C#N)C(=O)C3=CC=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54,ZDDPBFWHZOJFHF-UHFFFAOYSA-N,OK,AZ9482
AZACYCLONOL,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,ZMISODWVFHHWNR-UHFFFAOYSA-N,OK,AZACYCLONOL
"AZACYTIDINE, 5-",C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,NMUSYJAQQFHJEW-UHFFFAOYSA-N,OK,"AZACYTIDINE, 5-"
AZAPERONE,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,XTKDAFGWCDAMPY-UHFFFAOYSA-N,OK,AZAPERONE
AZASETRON,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,WUKZPHOXUVCQOR-UHFFFAOYSA-N,OK,AZASETRON
AZASETRON HYDROCHLORIDE,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4.Cl,DBMKBKPJYAHLQP-UHFFFAOYSA-N,OK,AZASETRON HYDROCHLORIDE
AZATADINE,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,SEBMTIQKRHYNIT-UHFFFAOYSA-N,OK,AZATADINE
AZATADINE MALEATE,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,SGHXFFAHXTZRQM-SPIKMXEPSA-N,OK,AZATADINE MALEATE
AZATHIOPRINE,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],LMEKQMALGUDUQG-UHFFFAOYSA-N,OK,AZATHIOPRINE
AZD-26,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C(C=N3)C(=O)N)C4=CC=CC=C4)N,GIRZDHCBMNHMEH-UHFFFAOYSA-N,OK,AZD-26 (AZD compound)
AZD-4877,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C(=NS3)C)C(=O)N2CC4=CC=CC=C4)C(C)C,SMFXSYMLJDHGIE-UHFFFAOYSA-N,OK,AZD-4877 (AZD compound)
AZD0156,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4CCOCC4)C5=CN=C(C=C5)OCCCN(C)C,AOTRIQLYUAFVSC-UHFFFAOYSA-N,OK,AZD0156 (AZD compound)
AZD1080,C1COCCN1CC2=CN=C(C=C2)C3=C(NC4=C3C=C(C=C4)C#N)O,BLTVBQXJFVRPFK-UHFFFAOYSA-N,OK,AZD1080
AZD1208,C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,MCUJKPPARUPFJM-UWCCDQBKSA-N,OK,AZD1208 (AZD compound)
AZD1480,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F,PDOQBOJDRPLBQU-QMMMGPOBSA-N,OK,AZD1480 (AZD compound)
AZD1981,CC1=C(C2=C(C=CC=C2N1CC(=O)O)NC(=O)C)SC3=CC=C(C=C3)Cl,JWYIGNODXSRKGP-UHFFFAOYSA-N,OK,AZD1981 (AZD compound)
AZD2014,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,JUSFANSTBFGBAF-IRXDYDNUSA-N,OK,AZD2014 (AZD compound)
AZD2461,COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F,HYNBNUYQTQIHJK-UHFFFAOYSA-N,OK,AZD2461 (AZD compound)
AZD2858,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(C(=N3)C(=O)NC4=CN=CC=C4)N,FHCSBLWRGCOVPT-UHFFFAOYSA-N,OK,AZD2858 (AZD compound)
AZD3264,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)OC4CCNC4,NMFIXEFNQPDISY-ZDUSSCGKSA-N,OK,AZD3264 (AZD compound)
AZD3463,COC1=C(C=CC(=C1)N2CCC(CC2)N)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,GCYIGMXOIWJGBU-UHFFFAOYSA-N,OK,AZD3463 (AZD compound)
AZD3514,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4,JMEYDSHPKCSIJC-UHFFFAOYSA-N,OK,AZD3514 (AZD compound)
AZD3759,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,MXDSJQHFFDGFDK-CYBMUJFWSA-N,OK,AZD3759 (AZD compound)
AZD3965,CC1=C(C(=NN1)C(F)(F)F)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)C(C)C)C(=O)N4CC(CO4)(C)O,PRNXOFBDXNTIFG-FQEVSTJZSA-N,OK,AZD3965 (AZD compound)
AZD4320,CN(CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)C(C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,UNEJSHNDABUZNY-UJNHCCGESA-N,OK,AZD4320 (AZD compound)
AZD4547,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,VRQMAABPASPXMW-HDICACEKSA-N,OK,AZD4547 (AZD compound)
AZD5363,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,JDUBGYFRJFOXQC-KRWDZBQOSA-N,OK,AZD5363 (AZD compound)
AZD5582,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3C(CC4=CC=CC=C34)OCC#CC#CCOC5CC6=CC=CC=C6C5NC(=O)C7CCCN7C(=O)C(C8CCCCC8)NC(=O)C(C)NC)NC,WLMCRYCCYXHPQF-ZVMUOSSASA-N,OK,AZD5582 (AZD compound)
AZD6482,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,IRTDIKMSKMREGO-OAHLLOKOSA-N,OK,AZD6482 (AZD compound)
AZD6738,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=CN=CC5=C4C=CN5,DTTJKLNXNZAVSM-JYCIKRDWSA-N,OK,AZD6738 (AZD compound)
AZD7545,CC(C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O,DTDZLJHKVNTQGZ-GOSISDBHSA-N,OK,AZD7545 (AZD compound)
AZD7762,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,IAYGCINLNONXHY-LBPRGKRZSA-N,OK,AZD7762 (AZD compound)
AZD8055,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,KVLFRAWTRWDEDF-IRXDYDNUSA-N,OK,AZD8055 (AZD compound)
AZD8186,CC(C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F,LMJFJIDLEAWOQJ-CQSZACIVSA-N,OK,AZD8186 (AZD compound)
AZD8330,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO,RWEVIPRMPFNTLO-UHFFFAOYSA-N,OK,AZD8330 (AZD compound)
AZD8797,CC(C)CC(CO)NC1=NC(=NC2=C1SC(=N2)N)SC(C)C3=CC=CC=C3,ZMQSLMZOWVGBSM-GXTWGEPZSA-N,OK,AZD8797 (AZD compound)
AZD8835,CCN1C(=NC(=N1)C2CCN(CC2)C(=O)CCO)C3=CN=C(C(=N3)C4=NN=C(O4)C(C)(C)C)N,ZGRDYKFVDCFJCZ-UHFFFAOYSA-N,OK,AZD8835 (AZD compound)
AZD9496 MALEATE,CC1CC2=C(C(N1CC(C)(C)F)C3=C(C=C(C=C3F)C=CC(=O)O)F)NC4=CC=CC=C24.C(=CC(=O)O)C(=O)O,GYRUZXFUFGWTAG-UHFFFAOYSA-N,OK,AZD9496 MALEATE
AZELASTINE,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,MBUVEWMHONZEQD-UHFFFAOYSA-N,OK,AZELASTINE
AZELASTINE HYDROCHLORIDE,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,YEJAJYAHJQIWNU-UHFFFAOYSA-N,OK,AZELASTINE HYDROCHLORIDE
AZELNIDIPINE,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,ZKFQEACEUNWPMT-UHFFFAOYSA-N,OK,AZELNIDIPINE
AZILSARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O,KGSXMPPBFPAXLY-UHFFFAOYSA-N,OK,AZILSARTAN
AZILSARTAN MEDOXOMIL,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,QJFSABGVXDWMIW-UHFFFAOYSA-N,OK,AZILSARTAN MEDOXOMIL
AZITHROMYCIN,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,OK,AZITHROMYCIN
AZLOCILLIN SODIUM,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+],UVOCNBWUHNCKJM-XFAPPKAWSA-M,OK,AZLOCILLIN SODIUM
AZTREONAM,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,OK,AZTREONAM
B I09,C1COC(OC1)C2=C(C=CC3=C2OC(=O)C4=C3CCNC4)O,UYYMWNUDIOPESF-UHFFFAOYSA-N,OK,B I09
"B-D-GLUCOPYRANOSIDE, 4-HYDROXYPHENYL",C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,OK,"B-D-GLUCOPYRANOSIDE, 4-HYDROXYPHENYL"
B022,CC(C#CC1=CC2=C(CCN2C3=NC(=NC=C3Cl)N)C=C1)(C4=NC=CS4)O,OKFYOOFXVBCIIP-UHFFFAOYSA-N,OK,B022
BACITRACIN (ZINC),CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,CLKOFPXJLQSYAH-ABRJDSQDSA-N,OK,BACITRACIN (ZINC)
BACLOFEN,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,KPYSYYIEGFHWSV-UHFFFAOYSA-N,OK,BACLOFEN
BAF312,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,KIHYPELVXPAIDH-HNSNBQBZSA-N,OK,BAF312
BAFETINIB,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,OK,BAFETINIB
BAFILOMYCIN A1,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C,XDHNQDDQEHDUTM-JQWOJBOSSA-N,OK,BAFILOMYCIN A1
BAICALEIN,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,FXNFHKRTJBSTCS-UHFFFAOYSA-N,OK,BAICALEIN
BAICALIN,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,IKIIZLYTISPENI-ZFORQUDYSA-N,OK,BAICALIN
BALICATIB,CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N,LLCRBOWRJOUJAE-UHFFFAOYSA-N,OK,BALICATIB
BALOFLOXACIN,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,MGQLHRYJBWGORO-UHFFFAOYSA-N,OK,BALOFLOXACIN
BALSALAZIDE,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,IPOKCKJONYRRHP-UHFFFAOYSA-N,OK,BALSALAZIDE
BALSALAZIDE DISODIUM,C1=CC(=CC=C1C(=O)NCCC(=O)[O-])N=NC2=CC(=C(C=C2)[O-])C(=O)O.[Na+].[Na+],CKMOQBVBEGCJGW-UHFFFAOYSA-L,OK,BALSALAZIDE DISODIUM
BAM7,CCOC1=CC=CC=C1N=NC2=C(NN(C2=O)C3=NC(=CS3)C4=CC=CC=C4)C,WRLVHADVOGFZOZ-UHFFFAOYSA-N,OK,BAM7
BANOXANTRONE,C[N+](C)(CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)O)[O-],YZBAXVICWUUHGG-UHFFFAOYSA-N,OK,BANOXANTRONE
BARASERTIB,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O,GBJVVSCPOBPEIT-UHFFFAOYSA-N,OK,BARASERTIB
BARDOXOLONE METHYL,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C,WPTTVJLTNAWYAO-KPOXMGGZSA-N,OK,BARDOXOLONE METHYL
BARICITINIB,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,XUZMWHLSFXCVMG-UHFFFAOYSA-N,OK,BARICITINIB
BASMISANIL,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4,VCGRFBXVSFAGGA-UHFFFAOYSA-N,OK,BASMISANIL
BATIMASTAT,CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC,XFILPEOLDIKJHX-QYZOEREBSA-N,OK,BATIMASTAT
BAY 11-7082,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,,OK,BAY11-7082
BAY 41-2272,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F,ATOAHNRJAXSBOR-UHFFFAOYSA-N,OK,BAY 41-2272
BAY 61-3606,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC,JWQOJVOKBAAAAR-UHFFFAOYSA-N,OK,BAY 61-3606
BAY 65-1942,C1CC(CNC1)C2=CC(=NC3=C2COC(=O)N3)C4=C(C=CC=C4OCC5CC5)O,IGJVFGZEWDGDOO-UHFFFAOYSA-N,OK,BAY 65-1942
BAY-1436032,CC1CC(CC(C1)(C)C)N2C3=C(C=C(C=C3)CCC(=O)O)N=C2NC4=CC=C(C=C4)OC(F)(F)F,RNMAUIMMNAHKQR-QFBILLFUSA-N,OK,BAY-1436032 (BAY compound)
BAY-1895344,CC1COCCN1C2=NC3=C(C=CN=C3C4=CC=NN4)C(=C2)C5=CC=NN5C,YBXRSCXGRPSTMW-CYBMUJFWSA-N,OK,BAY-1895344 (BAY compound)
BAY-41-8543,C1COCCN1C2=C(N=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F)N,AQYFUZRYBJBAGZ-UHFFFAOYSA-N,OK,BAY-41-8543
BAY-876,CC1=C(C(=NN1CC2=CC=C(C=C2)C#N)C(F)(F)F)NC(=O)C3=CC(=NC4=C3C=CC(=C4)F)C(=O)N,BKLJDIJJOOQUFG-UHFFFAOYSA-N,OK,BAY-876 (BAY compound)
BAY1125976,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C(=N3)C=CC(=N4)C(=O)N)C5=CC=CC=C5)N,JBGYKRAZYDNCNV-UHFFFAOYSA-N,OK,BAY1125976 (BAY compound)
BAYER-18,CC(C)(C)NC(=O)NC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC(C)(C)CO)F,DYNMZYFOSRSMAC-UHFFFAOYSA-N,OK,BAYER-18 (BAY compound)
BAZEDOXIFENE,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,UCJGJABZCDBEDK-UHFFFAOYSA-N,OK,BAZEDOXIFENE
BAZEDOXIFENE ACETATE,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,OMZAMQFQZMUNTP-UHFFFAOYSA-N,OK,BAZEDOXIFENE ACETATE
BAZEDOXIFENE HCL,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl,COOWZQXURKSOKE-UHFFFAOYSA-N,OK,BAZEDOXIFENE HCL
BCP07985,CN1CCCN(CC1)C(=O)C2=CC=CC(=C2)C3=CC=C(O3)C=C4C5=C(C=CC(=C5)Cl)NC4=O,KGBPLKOPSFDBOX-UHFFFAOYSA-N,OK,BCP07985
BD-1047,CN(C)CCN(C)CCC1=CC(=C(C=C1)Cl)Cl,MGVRNMUKTZOQOW-UHFFFAOYSA-N,OK,BD-1047
BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,KUVIULQEHSCUHY-XYWKZLDCSA-N,OK,BECLOMETHASONE DIPROPIONATE
BELINOSTAT,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,NCNRHFGMJRPRSK-MDZDMXLPSA-N,OK,BELINOSTAT
BELINOSTAT(RANDOM CONFIGURATION),C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,NCNRHFGMJRPRSK-MDZDMXLPSA-N,OK,BELINOSTAT(RANDOM CONFIGURATION)
BELIZATINIB,CC(C)NC(=O)C1CCC(CC1)N2C3=C(C=CC(=C3)CN4CCC(CC4)C(C)(C)O)N=C2NC(=O)C5=CC=C(C=C5)F,WSTUJEXAPHIEIM-UHFFFAOYSA-N,OK,BELIZATINIB
BELOTECAN,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O,LNHWXBUNXOXMRL-VWLOTQADSA-N,OK,BELOTECAN
BEMCENTINIB,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76,KXMZDGSRSGHMMK-VWLOTQADSA-N,OK,BEMCENTINIB
BEMEGRIDE,CCC1(CC(=O)NC(=O)C1)C,ORRZGUBHBVWWOP-UHFFFAOYSA-N,OK,BEMEGRIDE
BENAZEPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,XPCFTKFZXHTYIP-PMACEKPBSA-N,OK,BENAZEPRIL
BENAZEPRIL HYDROCHLORIDE,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,VPSRQEHTHIMDQM-FKLPMGAJSA-N,OK,BENAZEPRIL HYDROCHLORIDE
BENDAMUSTINE,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,YTKUWDBFDASYHO-UHFFFAOYSA-N,OK,BENDAMUSTINE
BENDAMUSTINE HYDROCHLORIDE,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl,ZHSKUOZOLHMKEA-UHFFFAOYSA-N,OK,BENDAMUSTINE HYDROCHLORIDE
BENDROFLUMETHIAZIDE,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,HDWIHXWEUNVBIY-UHFFFAOYSA-N,OK,BENDROFLUMETHIAZIDE
BENFOTIAMINE,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,BTNNPSLJPBRMLZ-LGMDPLHJSA-N,OK,BENFOTIAMINE
BENIDIPINE HYDROCHLORIDE,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,KILKDKRQBYMKQX-MIPPOABVSA-N,OK,BENIDIPINE HYDROCHLORIDE
BENSERAZIDE,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,BNQDCRGUHNALGH-UHFFFAOYSA-N,OK,BENSERAZIDE
BENSERAZIDE HYDROCHLORIDE,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,ULFCBIUXQQYDEI-UHFFFAOYSA-N,OK,BENSERAZIDE HYDROCHLORIDE
BENTAMAPIMOD,C1COCCN1CC2=CC=C(C=C2)COC3=NC=CC(=N3)C(C#N)C4=NC5=CC=CC=C5S4,XCPPIJCBCWUBNT-UHFFFAOYSA-N,OK,BENTAMAPIMOD
BENZAMIL,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N,KXDROGADUISDGY-UHFFFAOYSA-N,OK,BENZAMIL
